strain	S1_down	S1_up	S2_down	S2_up	S3_down	S3_up
YLR057W::chr12_2	420	314	210	133	336	330
YLR058C::chr12_2	60	137	953	902	3	1
YLR059C::chr12_2	1	0	200	125	513	0
YLR060W::chr12_2	0	0	1	6	1	3
YLR061W::chr12_2	329	0	881	240	137	0
YLR062C::chr12_2	165	158	990	706	266	160
YLR063W::chr12_2	466	276	445	170	553	353
YLR064W::chr12_2	499	1	532	206	310	0
YLR065C::chr12_2	451	0	1446	0	340	0
YLR066W::chr12_2	2	0	0	6	4	0
YLR067C::chr12_2	5	0	952	212	397	172
YLR068W::chr12_2	365	311	1316	1244	146	180
YLR069C::chr12_2	4	0	919	716	491	334
YLR070C::chr12_2	503	467	387	303	289	262
YLR071C::chr12_2	2	0	1	0	2	0
YLR072W::chr12_2	468	353	405	340	302	286
YLR073C::chr12_2	0	100	172	179	1	116
YLR074C::chr12_2	237	178	754	680	132	99
YLR075W::chr12_2	0	0	0	1	4	0
YLR076C::chr12_2	1	0	0	0	0	0
YLR077W::chr12_2	477	329	363	388	332	317
YLR078C::chr12_2	2	3	2	6	1	2
YLR079W::chr12_2	350	228	446	835	153	61
YLR080W::chr12_2	458	301	275	231	359	322
YLR081W::chr12_2	813	659	162	306	587	647
YLR082C::chr12_2	568	408	261	192	470	339
YLR083C::chr12_2	384	287	229	320	370	297
YLR084C::chr00_23	0	552	0	2	0	319
YLR084C::chr12_2	0	0	2	297	0	313
YLR085C::chr12_2	380	120	930	599	330	90
YLR086W::chr12_2	0	0	0	0	0	0
YLR087C::chr12_2	260	266	1414	1457	438	397
YLR088W::chr12_2	0	0	0	1	2	0
YLR089C::chr12_2	337	232	500	432	359	344
YLR090W::chr12_2	446	322	263	101	371	254
YLR091W::chr12_2	1	0	657	360	0	3
YLR092W::chr12_2	366	242	107	189	427	324
YLR093C::chr12_2	187	550	178	289	68	247
YLR094C::chr12_2	442	298	291	115	380	136
YLR095C::chr12_2	335	226	233	177	355	231
YLR096W::chr12_2	408	364	179	203	260	278
YLR097C::chr12_2	391	295	230	223	441	417
YLR098C::chr12_2	509	369	265	126	343	368
YLR099C::chr12_2	457	301	211	188	669	570
YLR099W-A::chr00_21	0	7	1	2	2	2
YLR100W::chr12_2	0	2	4	0	4	0
YLR101C::chr12_2	0	3	1	1	2	1
YLR102C::chr12_2	433	305	227	152	364	434
YLR103C::chr12_2	0	0	0	0	0	2
YLR104W::chr12_2	6	3	294	380	501	412
YLR105C::chr12_2	0	317	0	487	0	290
YLR106C::chr12_2	0	0	3	0	1	1
YLR107W::chr12_2	473	308	335	224	538	345
YLR108C::chr12_2	451	173	231	163	365	141
YLR109W::chr12_2	489	247	188	140	432	233
YLR110C::chr00_15	262	196	1020	879	357	333
YLR111W::chr12_2	486	138	605	774	328	92
YLR112W::chr12_2	660	432	257	197	550	381
YLR113W::chr12_2	412	313	231	252	614	506
YLR114C::chr12_2	415	291	285	292	0	1
YLR115W::chr12_2	0	10	5	5	0	6
YLR116W::chr12_2	0	4	0	1	0	0
YLR117C::chr12_2	0	0	0	0	0	0
YLR118C::chr00_23	634	238	2	0	491	167
YLR118C::chr12_2	0	0	156	106	0	1
YLR119W::chr12_2	274	197	277	175	536	400
YLR120C::chr12_2	402	204	257	149	545	367
YLR121C::chr12_2	469	60	296	148	613	76
YLR122C::chr12_2	1	253	129	322	0	376
YLR123C::chr12_2	1	301	129	220	1	402
YLR124W::chr12_2	0	0	82	85	0	0
YLR125W::chr00_23	591	376	0	0	573	351
YLR125W::chr12_2	0	0	112	71	0	1
YLR126C::chr12_3	366	284	214	199	423	316
YLR127C::chr12_3	1	2	0	2	1	3
YLR128W::chr12_3	471	322	232	217	405	427
YLR129W::chr12_3	0	0	1	1	0	2
YLR130C::chr12_3	0	299	108	198	0	306
YLR131C::chr12_3	0	368	127	203	0	529
YLR132C::chr12_3	0	0	1	0	4	1
YLR133W::chr12_3	1	292	370	357	7	832
YLR134W::chr00_23	0	0	0	0	0	0
YLR134W::chr12_3	0	335	0	422	0	376
YLR135W::chr12_3	604	398	210	189	523	434
YLR136C::chr12_3	151	303	170	215	117	395
YLR137W::chr12_3	438	247	240	210	648	495
YLR138W::chr12_3	476	253	334	149	513	351
YLR139C::chr12_3	2	0	649	391	184	0
YLR140W::chr12_3	6	0	3	3	0	4
YLR141W::chr12_3	0	2	0	3	2	3
YLR142W::chr12_3	415	276	205	129	609	440
YLR143W::chr12_3	414	202	493	357	551	310
YLR144C::chr12_3	355	351	161	220	399	377
YLR145W::chr12_3	2	0	0	1	0	0
YLR146C::chr00_12	51	282	362	402	65	466
YLR147C::chr12_3	3	1	2	0	0	1
YLR148W::chr12_3	0	0	471	279	660	388
YLR149C::chr12_3	448	389	702	703	276	289
YLR150W::chr12_3	527	356	234	231	472	287
YLR151C::chr12_3	580	183	190	120	403	91
YLR152C::chr12_3	433	325	204	171	408	322
YLR153C::chr00_12	0	1	0	1	5	2
YLR154C::chr12_3	435	307	259	101	371	413
YLR163C::chr12_3	0	1	2	1	2	0
YLR164W::chr12_3	362	205	235	235	545	290
YLR165C::chr12_3	199	202	282	264	438	357
YLR166C::chr12_3	7	4	0	3	2	2
YLR167W::chr12_3	12	2	10	0	9	4
YLR168C::chr12_3	489	272	156	200	483	382
YLR169W::chr12_3	400	292	199	129	530	392
YLR170C::chr12_3	401	246	208	155	539	340
YLR171W::chr12_3	424	208	209	147	425	384
YLR172C::chr12_3	1064	852	217	166	760	668
YLR173W::chr12_3	806	0	256	111	502	0
YLR174W::chr12_3	368	328	142	145	366	418
YLR175W::chr12_3	97	144	160	198	112	152
YLR176C::chr12_3	393	274	185	165	302	243
YLR177W::chr12_3	642	586	246	200	575	554
YLR178C::chr12_3	0	305	122	250	0	507
YLR179C::chr12_3	292	327	161	163	360	467
YLR180W::chr12_3	393	325	354	335	502	446
YLR181C::chr12_3	172	202	235	172	273	265
YLR182W::chr12_3	280	299	486	484	204	187
YLR183C::chr12_3	410	174	1408	1180	388	157
YLR184W::chr12_3	333	334	0	1	379	438
YLR185W::chr12_3	3	1	1118	889	419	262
YLR186W::chr00_11	3	1	7	7	2	5
YLR186W::chr12_3	2	0	0	1	0	0
YLR187W::chr12_3	498	336	166	199	369	259
YLR188W::chr12_3	364	347	145	226	378	357
YLR189C::chr12_3	470	430	203	165	464	442
YLR190W::chr12_3	738	554	1211	676	611	530
YLR191W::chr12_3	0	25	123	150	0	56
YLR192C::chr00_11	563	266	889	723	329	206
YLR193C::chr12_3	579	380	1205	1008	334	299
YLR194C::chr00_22	614	510	0	0	443	381
YLR194C::chr12_3	1	1	383	343	563	524
YLR195C::chr12_3	0	0	0	4	0	0
YLR196W::chr12_3	5	0	0	0	0	1
YLR197W::chr12_3	3	2	2	9	3	7
YLR198C::chr12_3	0	0	0	1	0	6
YLR199C::chr12_3	531	155	340	349	370	72
YLR200W::chr12_3	270	152	1028	571	155	144
YLR201C::chr12_3	2	1	836	747	266	217
YLR202C::chr12_3	4	0	937	375	282	121
YLR203C::chr12_3	1	2	494	762	91	214
YLR204W::chr12_3	425	244	325	256	295	262
YLR205C::chr12_3	925	787	296	293	333	336
YLR206W::chr12_3	431	327	322	288	288	267
YLR207W::chr12_3	461	315	257	280	369	299
YLR208W::chr12_3	1	0	1	1	3	3
YLR209C::chr12_3	422	298	298	218	650	494
YLR210W::chr12_3	463	222	133	245	473	254
YLR211C::chr00_22	374	364	2	1	412	377
YLR211C::chr12_3	1	0	139	283	503	469
YLR212C::chr12_3	2	1	1	0	0	1
YLR213C::chr12_3	304	280	317	251	424	370
YLR214W::chr12_3	58	0	138	83	51	0
YLR215C::chr00_11	1	3	4	2	3	2
YLR216C::chr12_3	350	306	158	201	318	243
YLR217W::chr12_3	392	358	123	252	469	417
YLR218C::chr12_3	127	176	122	242	229	350
YLR219W::chr12_3	600	345	149	134	341	174
YLR220W::chr12_3	369	334	1099	1221	304	239
YLR221C::chr12_3	363	251	231	145	312	243
YLR222C::chr12_3	7	8	6	5	5	2
YLR223C::chr12_3	3	8	5	5	1	7
YLR224W::chr12_3	345	254	199	132	294	232
YLR225C::chr12_3	431	218	349	172	612	228
YLR226W::chr12_3	1	1	366	291	0	1
YLR227C::chr12_3	12	278	126	120	15	256
YLR228C::chr12_4	0	238	0	245	0	410
YLR229C::chr12_4	0	0	0	0	0	3
YLR230W::chr12_4	0	1	2	3	0	5
YLR231C::chr12_4	0	0	83	45	3	130
YLR232W::chr12_4	342	8	177	182	306	7
YLR233C::chr12_4	0	170	140	733	0	191
YLR234W::chr12_4	0	0	0	109	0	0
YLR235C::chr12_4	217	178	429	337	202	163
YLR236C::chr12_4	575	436	254	330	333	344
YLR237W::chr00_11	472	351	265	249	456	254
YLR238W::chr12_4	356	206	200	205	391	243
YLR239C::chr12_4	164	154	813	966	273	294
YLR240W::chr12_4	3	270	0	0	0	0
YLR241W::chr12_4	416	279	287	276	628	423
YLR242C::chr12_4	205	155	480	712	766	659
YLR243W::chr12_4	2	1	5	1	6	12
YLR244C::chr12_4	62	46	593	507	172	149
YLR246W::chr00_11	1	1	267	93	533	319
YLR247C::chr12_4	253	277	124	177	272	370
YLR248W::chr12_4	370	200	206	168	562	312
YLR249W::chr12_4	6	2	7	4	5	7
YLR250W::chr12_4	393	274	189	182	326	242
YLR251W::chr00_23	578	332	4	1	374	303
YLR251W::chr12_4	0	0	0	0	0	0
YLR252W::chr12_4	310	272	220	109	411	348
YLR253W::chr12_4	408	297	213	269	330	281
YLR254C::chr12_4	264	332	174	174	183	238
YLR255C::chr12_4	404	289	234	177	325	190
YLR257W::chr12_4	8	202	102	78	5	189
YLR258W::chr12_4	473	298	190	189	419	223
YLR259C::chr12_4	0	1	7	4	0	0
YLR260W::chr12_4	335	207	542	687	539	501
YLR261C::chr12_4	156	105	774	818	190	169
YLR262C-A::chr00_4	359	4	225	88	322	1
YLR262C::chr12_4	313	162	1008	289	325	213
YLR263W::chr12_4	423	309	210	218	689	625
YLR264C-A::chr00_21	353	217	0	1	632	379
YLR264W::chr12_4	0	246	474	814	0	351
YLR265C::chr12_4	502	278	216	217	388	304
YLR266C::chr12_4	450	333	236	158	324	264
YLR267W::chr12_4	394	388	240	208	347	325
YLR268W::chr12_4	360	253	1161	991	324	283
YLR269C::chr12_4	19	22	149	155	42	38
YLR270W::chr12_4	103	65	381	479	198	131
YLR271W::chr12_4	421	254	209	225	437	317
YLR272C::chr12_4	0	4	2	1	3	2
YLR273C::chr12_4	432	245	302	248	405	264
YLR274W::chr12_4	1	5	1	1	0	0
YLR275W::chr12_4	4	15	4	11	14	1
YLR276C::chr12_4	0	2	0	0	1	1
YLR277C::chr12_4	3	3	3	0	1	0
YLR278C::chr12_4	396	202	277	217	391	319
YLR279W::chr12_4	262	307	227	166	431	425
YLR280C::chr12_4	415	270	230	177	917	620
YLR281C::chr12_4	390	207	221	144	597	411
YLR282C::chr12_4	476	304	171	174	603	404
YLR283W::chr12_4	67	456	103	197	51	457
YLR284C::chr12_4	503	276	160	204	569	338
YLR285C-A::chr00_21	334	267	0	1	326	298
YLR285W::chr12_4	382	244	299	188	613	426
YLR286C::chr00_12	333	342	354	450	1153	1142
YLR287C-A::chr12_4	272	215	1130	932	439	273
YLR287C::chr12_4	384	276	208	183	488	378
YLR288C::chr12_4	344	238	111	229	246	255
YLR289W::chr12_4	391	306	126	218	308	285
YLR290C::chr12_4	11	304	118	269	3	268
YLR291C::chr12_4	6	0	1	1	1	1
YLR292C::chr12_4	464	387	173	200	913	696
YLR293C::chr12_4	0	0	0	0	0	0
YLR294C::chr12_4	650	383	191	151	389	222
YLR295C::chr12_4	0	0	197	284	0	0
YLR296W::chr12_4	213	161	197	187	396	342
YLR297W::chr12_4	3	0	324	134	434	59
YLR298C::chr12_4	2	2	3	12	1	1
YLR299W::chr12_4	1	0	162	221	383	277
YLR300W::chr12_4	891	426	216	176	983	558
YLR303W::chr12_4	1	2	129	218	4	346
YLR304C::chr12_4	1	0	468	374	1	0
YLR305C::chr12_4	0	0	1	1	8	1
YLR306W::chr12_4	0	1	214	200	365	255
YLR307C-A::chr00_21	378	186	0	0	463	292
YLR307W::chr12_4	1	0	223	156	448	70
YLR308W::chr12_4	2	0	116	0	691	498
YLR309C::chr12_4	646	380	220	158	378	266
YLR310C::chr12_4	2	0	5	0	3	0
YLR311C::chr12_4	1	0	173	173	297	246
YLR312C-B::chr00_21	427	161	0	0	341	188
YLR312C::chr12_4	423	245	86	150	337	209
YLR312W-A::chr12_4	0	0	367	819	296	315
YLR313C::chr12_4	651	394	179	193	262	241
YLR314C::chr12_4	0	2	2	1	0	9
YLR315W::chr12_4	381	233	883	607	147	84
YLR316C::chr00_22	0	0	0	0	0	0
YLR316C::chr12_4	0	0	1	2	3	5
YLR317W::chr12_4	2	4	2	0	0	1
YLR318W::chr12_4	238	129	898	753	184	149
YLR319C::chr12_4	413	236	152	214	308	238
YLR320W::chr12_4	287	261	542	173	90	103
YLR321C::chr12_4	0	0	0	2	0	0
YLR322W::chr12_4	5	0	1161	1176	4	2
YLR323C::chr12_4	2	2	9	7	0	10
YLR324W::chr12_5	360	309	188	111	331	304
YLR325C::chr12_5	380	433	188	155	259	227
YLR326W::chr12_5	22	325	80	206	15	331
YLR327C::chr12_5	0	374	0	722	0	199
YLR328W::chr12_5	0	228	94	146	0	325
YLR329W::chr00_23	625	218	0	0	487	127
YLR329W::chr12_5	0	0	38	71	0	3
YLR330W::chr12_5	0	0	132	82	2	0
YLR331C::chr12_5	356	235	259	187	405	311
YLR332W::chr00_23	615	353	4	1	1362	784
YLR332W::chr12_5	1	0	307	430	403	3
YLR333C::chr00_23	0	0	0	0	0	0
YLR333C::chr12_5	255	0	1411	0	359	0
YLR334C::chr00_11	377	85	329	211	372	99
YLR335W::chr12_5	370	254	165	234	372	341
YLR336C::chr12_5	2	0	0	0	0	1
YLR337C::chr12_5	274	235	503	532	101	108
YLR338W::chr12_5	449	288	23	6	1358	828
YLR339C::chr12_5	2	1	2	6	7	1
YLR340W::chr12_5	3	4	0	4	7	4
YLR341W::chr12_5	1	0	127	259	562	502
YLR342W-A::chr00_21	342	179	1	0	411	232
YLR342W::chr12_5	0	0	1103	370	3	0
YLR343W::chr00_12	324	247	365	323	961	942
YLR344W::chr12_5	343	335	287	240	418	368
YLR345W::chr12_5	388	300	356	295	371	310
YLR346C::chr00_11	362	278	506	502	532	432
YLR347C::chr12_5	9	2	2	3	4	3
YLR348C::chr12_5	459	337	361	308	448	336
YLR349W::chr12_5	451	375	234	266	424	385
YLR350W::chr12_5	0	285	0	350	0	362
YLR351C::chr12_5	489	353	262	299	310	311
YLR352W::chr12_5	349	335	366	360	324	245
YLR353W::chr12_5	305	256	265	295	428	452
YLR354C::chr12_5	4	0	54	197	7	0
YLR355C::chr12_5	3	0	3	6	0	2
YLR356W::chr12_5	392	215	1310	1075	410	286
YLR357W::chr12_5	267	193	27	15	537	404
YLR358C::chr00_11	235	154	951	1005	371	277
YLR359W::chr12_5	3	1	4	0	0	1
YLR360W::chr12_5	189	271	103	195	291	301
YLR361C-A::chr00_21	1529	812	2	1	1044	575
YLR361C::chr00_11	501	278	428	390	546	531
YLR362W::chr12_5	3	7	1	0	516	287
YLR363C::chr12_5	323	262	177	82	414	344
YLR363W-A::chr00_21	447	300	0	0	318	247
YLR364W::chr12_5	289	238	180	91	291	356
YLR365W::chr12_5	406	0	227	72	404	0
YLR366W::chr12_5	434	0	1293	509	500	3
YLR367W::chr12_5	459	77	241	127	373	81
YLR368W::chr12_5	411	300	1138	585	549	453
YLR369W::chr12_5	0	0	474	398	67	44
YLR370C::chr00_11	1	1	544	444	0	0
YLR371W::chr00_22	659	453	1	0	873	668
YLR371W::chr12_5	3	1	1050	887	2	0
YLR372W::chr12_5	356	241	519	1037	283	265
YLR373C::chr12_5	222	201	924	738	288	182
YLR374C::chr12_5	344	336	1031	1038	424	359
YLR375W::chr12_5	350	313	176	241	332	329
YLR376C::chr12_5	546	360	184	87	414	338
YLR377C::chr12_5	0	165	96	202	0	291
YLR378C::chr12_5	0	7	0	7	1	3
YLR379W::chr12_5	0	0	1	2	0	3
YLR380W::chr12_5	345	248	199	213	420	285
YLR381W::chr12_5	333	235	189	212	304	237
YLR382C::chr00_11	1	2	884	932	4	1
YLR383W::chr00_22	0	0	0	0	0	0
YLR384C::chr12_5	92	2	4191	1377	333	8
YLR385C::chr12_5	8	346	163	194	13	395
YLR386W::chr12_5	322	188	855	882	441	372
YLR387C::chr12_5	445	320	261	260	397	311
YLR388W::chr12_5	477	348	548	983	277	268
YLR389C::chr12_5	452	258	375	192	1001	637
YLR390W-A::chr00_15	388	244	430	239	504	319
YLR390W::chr12_5	585	98	273	165	474	103
YLR391W::chr12_5	15	118	102	185	73	741
YLR392C::chr12_5	556	414	193	138	578	410
YLR393W::chr12_5	388	250	74	156	469	332
YLR394W::chr00_11	496	366	418	492	329	321
YLR395C::chr12_5	461	340	221	195	348	235
YLR396C::chr12_5	1	0	488	249	1	0
YLR397C::chr12_5	1	0	2	0	2	2
YLR398C::chr12_5	0	235	0	234	0	427
YLR399C::chr12_5	185	129	0	1	384	297
YLR400W::chr12_5	421	239	1292	650	402	338
YLR401C::chr12_5	338	235	222	196	391	301
YLR402W::chr12_5	202	214	700	1458	409	447
YLR403W::chr12_5	3	0	661	308	318	257
YLR404W::chr12_5	384	226	201	167	368	265
YLR405W::chr12_5	298	275	140	171	622	397
YLR406C-A::chr00_21	404	272	1	0	219	138
YLR406C::chr00_11	1039	611	1247	1008	321	194
YLR407W::chr12_5	0	171	0	161	0	262
YLR408C::chr12_5	468	280	191	174	430	273
YLR409C::chr12_5	1	1	0	5	5	4
YLR410W::chr12_5	348	147	213	102	329	159
YLR412C-A::chr00_21	610	234	0	1	425	154
YLR412W::chr12_5	398	237	170	174	326	263
YLR413W::chr12_5	440	196	449	282	397	161
YLR414C::chr12_5	484	363	213	206	493	343
YLR415C::chr12_5	244	327	163	214	197	355
YLR416C::chr12_5	2	421	114	236	0	416
YLR417W::chr12_5	311	144	374	222	367	244
YLR418C::chr12_5	336	186	649	506	244	153
YLR419W::chr00_22	611	485	6	4	989	830
YLR420W::chr12_3	0	0	60	165	0	767
YLR421C::chr12_5	357	310	139	222	533	363
YLR422W::chr00_4	301	152	203	100	393	209
YLR423C::chr00_4	169	85	1904	1294	219	112
YLR424W::chr00_4	2	6	0	1	0	2
YLR425W::chr00_4	49	271	944	1776	78	361
YLR426W::chr00_4	332	219	1308	1150	421	339
YLR427W::chr00_4	439	235	154	158	294	198
YLR428C::chr00_4	519	294	190	190	352	230
YLR429W::chr00_4	0	0	0	106	0	0
YLR430W::chr00_4	1	0	3	0	2	0
YLR431C::chr00_4	5	264	153	278	0	264
YLR432W::chr00_4	1	228	81	175	0	302
YLR433C::chr00_4	257	180	191	202	483	321
YLR434C::chr00_4	297	211	209	94	374	474
YLR435W::chr00_4	219	197	1108	1114	364	374
YLR436C::chr00_4	0	197	0	166	0	220
YLR437C::chr00_4	219	227	124	180	187	213
YLR438C-A::chr00_4	0	3	5	7	11	1
YLR438W::chr00_4	271	221	86	155	293	372
YLR439W::chr00_15	5	1	1199	817	554	312
YLR440C::chr00_4	4	0	1	0	2	0
YLR441C::chr00_4	291	0	1407	137	259	0
YLR442C::chr00_4/chr00_15	6	2	3	5	1045	582
YLR443W::chr00_4	197	71	198	94	338	84
YLR444C::chr00_4	560	322	238	141	366	301
YLR445W::chr00_22	0	0	0	0	0	0
YLR445W::chr00_4	0	0	81	219	0	345
YLR446W::chr00_4	46	296	213	245	87	743
YLR447C::chr00_4	0	0	613	463	430	208
YLR448W::chr00_4	305	117	1368	381	476	274
YLR449W::chr00_4	545	290	242	155	694	451
YLR450W::chr00_4	305	0	179	0	630	3
YLR451W::chr12_3	279	252	200	169	717	481
YLR452C::chr00_4	220	86	243	143	525	372
YLR453C::chr00_4	376	188	236	166	788	513
YLR454W::chr00_4	345	181	176	131	309	129
YLR455W::chr00_15	473	279	175	103	520	247
YLR456W::chr00_4	500	154	243	160	745	228
YLR457C::chr00_15	3	0	5	0	1	0
YLR458W::chr00_4	5	1	2	2	1	4
YLR459W::chr00_4	12	0	0	8	0	0
YLR460C::chr00_4	431	248	226	214	357	367
YLR461W::chr00_4	622	437	243	164	361	286
YML001W::chr13_2	NA	275	NA	159	NA	321
YML002W::chr13_2	NA	320	NA	184	NA	362
YML003W::chr13_2	NA	361	NA	214	NA	377
YML004C::chr13_2	NA	411	NA	228	NA	366
YML005W::chr13_2	NA	230	NA	230	NA	471
YML006C::chr13_2	NA	284	NA	188	NA	332
YML007C-A::chr00_21	397	255	3	4	933	899
YML007W::chr13_2	NA	281	NA	350	NA	417
YML008C::chr13_2	NA	3	NA	904	NA	0
YML009C::chr00_4	245	222	172	251	214	194
YML009C::chr13_2	NA	325	NA	257	NA	333
YML010C-B::chr00_4	1	202	605	2525	0	317
YML010W-A::chr13_2	NA	121	NA	671	NA	405
YML010W::chr13_2	NA	4	NA	7	NA	2
YML011C::chr13_2	NA	454	NA	1103	NA	379
YML012W::chr13_2	NA	328	NA	245	NA	456
YML013C-A::chr13_2	NA	197	NA	955	NA	284
YML013W::chr13_2	NA	173	NA	246	NA	347
YML014W::chr13_2	NA	238	NA	816	NA	210
YML015C::chr00_11	9	0	2	0	3	2
YML015C::chr13_2	NA	0	NA	0	NA	1
YML016C::chr13_2	NA	246	NA	229	NA	332
YML017W::chr13_2	NA	173	NA	134	NA	194
YML018C::chr13_2	NA	328	NA	220	NA	348
YML019W::chr13_2	NA	604	NA	364	NA	281
YML020W::chr13_2	NA	365	NA	247	NA	556
YML021C::chr00_4	352	295	181	199	884	735
YML022W::chr00_11	221	295	289	343	295	362
YML023C::chr00_11	1	152	5	198	2	144
YML023C::chr13_2	NA	1	NA	3	NA	0
YML024W::chr13_2	NA	283	NA	679	NA	35
YML025C::chr13_2	NA	9	NA	0	NA	6
YML026C::chr13_2	NA	353	NA	1148	NA	246
YML027W::chr00_11	315	135	406	253	514	197
YML028W::chr13_2	NA	356	NA	251	NA	265
YML029W::chr13_2	NA	388	NA	225	NA	462
YML030W::chr13_2	NA	147	NA	109	NA	125
YML031W::chr00_12	0	1	0	1	0	0
YML032C::chr13_2	NA	192	NA	292	NA	112
YML033W::chr13_2	NA	377	NA	173	NA	280
YML034W::chr00_22	787	523	2	0	571	417
YML034W::chr13_2	NA	0	NA	187	NA	201
YML035C-A::chr13_2	NA	395	NA	165	NA	273
YML035C::chr00_14	2	190	111	194	0	198
YML035C::chr13_2	NA	0	NA	0	NA	208
YML036W::chr00_11	404	329	726	742	328	335
YML037C::chr13_2	NA	415	NA	254	NA	317
YML038C::chr00_11	493	337	399	192	473	417
YML041C::chr00_11	450	192	680	905	359	195
YML042W::chr00_11	1005	909	387	413	374	341
YML043C::chr13_1b	NA	14	NA	18	NA	18
YML046W::chr00_12	1	0	1	0	2	0
YML047C::chr00_11	415	269	1292	1091	631	386
YML048W-A::chr13_1b	NA	151	NA	93	NA	153
YML048W::chr13_1b	NA	14	NA	130	NA	208
YML049C::chr13_1b	NA	2	NA	10	NA	4
YML050W::chr13_1b	NA	364	NA	240	NA	417
YML051W::chr13_1b	NA	10	NA	344	NA	221
YML052W::chr13_1b	NA	468	NA	248	NA	325
YML053C::chr13_1b	NA	378	NA	229	NA	321
YML054C-A::chr00_21	377	249	2	0	292	268
YML054C::chr13_1b	NA	266	NA	720	NA	253
YML055W::chr13_1b	NA	376	NA	226	NA	347
YML056C::chr13_1b	NA	341	NA	160	NA	285
YML057W::chr13_1b	NA	312	NA	211	NA	449
YML058C-A::chr13_1b	NA	496	NA	234	NA	263
YML058W-A::chr00_21	0	211	0	0	1	331
YML058W::chr13_1b	NA	328	NA	213	NA	245
YML059C::chr13_1b	NA	355	NA	203	NA	431
YML060W::chr13_1b	NA	303	NA	172	NA	252
YML061C::chr13_1b	NA	0	NA	675	NA	1
YML062C::chr13_1b	NA	298	NA	386	NA	240
YML063W::chr13_1b	NA	1	NA	987	NA	1
YML064C::chr13_1b	NA	0	NA	0	NA	4
YML065W::chr13_1b	NA	0	NA	0	NA	3
YML066C::chr00_15	538	358	198	125	443	332
YML067C::chr00_12	265	230	348	391	296	342
YML068W::chr00_12	279	221	294	233	399	378
YML069W::chr00_15	3	7	5	1	0	3
YML070W::chr00_9	6	343	0	216	1	286
YML071C::chr00_9	477	353	182	203	516	317
YML072C::chr00_12	309	260	251	274	453	328
YML073C::chr00_18	0	110	640	577	1	291
YML074C::chr00_9	2	519	75	159	0	408
YML075C::chr00_11	364	336	206	198	597	484
YML076C::chr00_11	441	119	182	122	504	125
YML077W::chr00_11	4	1	1	1	0	2
YML078W::chr13_1b	NA	697	NA	299	NA	523
YML079W::chr13_1b	NA	856	NA	644	NA	186
YML080W::chr13_1b	NA	409	NA	929	NA	716
YML081C-A::chr00_4	314	165	163	197	439	336
YML081W::chr13_1b	NA	343	NA	199	NA	254
YML082W::chr13_1b	NA	341	NA	159	NA	134
YML083C::chr13_1b	NA	244	NA	192	NA	170
YML084W::chr13_1b	NA	236	NA	170	NA	280
YML085C::chr00_12	2	0	1	0	3	0
YML086C::chr00_11	0	0	134	174	312	338
YML086C::chr13_1b	NA	0	NA	0	NA	0
YML087C::chr13_1b	NA	538	NA	218	NA	620
YML088W::chr13_1b	NA	557	NA	179	NA	30
YML089C::chr13_1b	NA	205	NA	179	NA	404
YML090W::chr00_9	788	510	210	172	405	348
YML091C::chr00_9	6	1	3	8	0	2
YML092C::chr00_23	0	0	0	0	0	0
YML092C::chr00_9	2	0	0	3	0	0
YML093W::chr00_9	0	0	0	0	0	0
YML094W::chr00_9	254	250	679	961	310	277
YML095C-A::chr00_9	254	133	1458	1193	319	236
YML095C::chr00_9	538	291	167	164	500	304
YML096W::chr00_9	444	308	232	230	334	323
YML097C::chr00_9	171	92	856	801	243	251
YML098W::chr00_9	0	0	1	3	8	3
YML099C::chr00_9	1	287	116	160	6	211
YML100W-A::chr00_9	126	456	268	324	122	459
YML100W::chr00_9	484	357	301	265	378	393
YML101C::chr00_9	517	359	243	273	450	393
YML102C-A::chr00_9	522	5	880	405	490	4
YML102W::chr00_9	547	399	905	883	712	607
YML103C::chr00_9	0	302	0	204	0	77
YML104C::chr00_22	742	134	1	1	669	134
YML104C::chr00_9	3	0	213	207	401	314
YML105C::chr00_9	1	4	10	2	2	2
YML106W::chr00_9	226	111	145	130	258	125
YML107C::chr00_9	611	389	170	176	595	501
YML108W::chr00_9	561	374	254	98	567	450
YML109W::chr00_9	478	436	248	278	429	388
YML110C::chr00_9	4	0	371	349	481	449
YML111W::chr00_9	379	278	235	319	520	525
YML112W::chr00_9	149	106	917	796	283	247
YML113W::chr00_9	470	325	219	204	382	256
YML114C::chr00_9	3	0	2	1	0	0
YML115C::chr00_15	0	1	1050	903	80	35
YML116W::chr00_9	563	488	168	233	397	375
YML117W-A::chr00_9	395	390	140	202	329	400
YML117W::chr00_9	468	316	277	156	574	410
YML118W::chr00_9	507	412	199	154	443	393
YML119W::chr00_9	483	390	189	215	352	412
YML120C::chr00_9	406	331	136	220	268	262
YML121W::chr00_9	947	501	1087	778	605	354
YML122C::chr00_9	807	430	753	465	575	359
YML123C::chr00_9	601	446	172	219	623	439
YML124C::chr00_9	605	411	797	835	511	386
YML125C::chr00_9	1	10	1	9	2	10
YML126C::chr00_9	2	3	0	4	10	3
YML127W::chr00_9	0	3	0	0	0	0
YML128C::chr00_9	0	262	4	747	0	277
YML129C::chr00_9	0	0	255	225	1	0
YML130C::chr00_9	0	9	7	1	4	4
YML131W::chr00_9	560	329	254	196	485	297
YMR001C-A::chr00_21	193	143	0	0	272	249
YMR001C::chr13_2	NA	1	NA	0	NA	1
